 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit
167,93.71,143.93,5,15929.93,2.87,24467.44,2.96,0,0,1234.26,18.47,472.63,3.07,146.91,2.46,152.49,2.63,1,6283.90,33.64,0.97,4
168,22.28,207.31,4,3787.85,8.48,35242.14,10.30,0,0,313.15,11.56,437.91,2.56,176.42,7.40,214.47,9.00,1,2727.40,11.40,0.82,4
169,229.32,7.00,2,38983.84,2.94,1190.59,4.58,0,0,836.70,11.61,484.43,2.70,162.52,2.56,253.39,4.00,1,8948.98,28.27,0.97,4
170,43.00,162.53,4,7310.15,7.57,27630.10,6.57,0,0,446.79,14.53,437.19,2.70,178.36,6.59,154.14,5.57,1,2951.52,12.62,0.86,4
171,99.34,94.49,5,16887.06,5.55,16062.85,4.60,0,0,616.12,16.03,455.93,2.60,161.90,4.77,129.20,3.54,1,3770.73,21.53,0.91,5
172,240.03,9.71,2,40805.76,4.91,1651.49,4.65,0,0,547.77,13.05,480.35,2.24,158.64,4.33,149.46,4.00,1,4122.58,14.32,0.92,4
173,110.05,82.55,5,18708.18,7.83,14033.92,8.68,0,0,415.95,11.83,462.52,3.07,212.20,6.88,235.09,7.62,0,4206.23,8.50,0.88,3
174,51.76,75.55,4,8799.76,5.48,12843.09,6.18,0,0,649.99,16.80,441.08,3.27,162.57,4.76,183.51,5.37,1,4121.06,17.77,0.91,4
175,250.07,72.59,2,42511.27,7.02,12341.10,6.52,0,0,438.02,11.88,493.24,2.59,198.79,6.13,184.69,5.68,1,0.00,0.00,0.90,3
176,120.69,175.14,5,20517.05,3.64,29774.02,3.46,0,0,994.21,17.57,474.05,3.01,157.71,3.13,150.73,3.06,1,5898.31,32.37,0.96,4
177,51.96,146.90,4,8832.72,5.52,24973.11,5.17,0,0,556.66,12.19,445.78,2.59,193.60,4.81,181.21,4.51,1,4631.96,18.21,0.93,4
178,56.48,44.26,4,9601.61,13.21,7524.72,11.95,0,0,252.86,10.64,438.44,2.86,241.97,11.63,218.99,10.53,0,3347.81,9.44,0.76,3
179,136.61,158.87,5,23222.90,5.58,27008.55,5.80,0,0,610.83,16.76,480.92,2.97,155.20,4.75,162.25,5.08,1,3666.10,15.69,0.90,4
180,68.28,174.37,4,11607.60,5.98,29642.40,5.87,0,0,556.09,17.99,458.91,2.76,140.31,5.10,136.13,4.80,1,3245.65,16.76,0.87,5
181,160.43,200.70,5,27272.55,2.94,34118.70,3.11,0,0,1386.43,20.98,507.34,3.56,147.52,2.46,156.69,2.67,1,8896.04,49.10,0.97,5
182,70.25,70.45,4,11941.82,10.26,11975.90,7.81,0,0,457.02,16.87,467.45,3.56,213.25,8.94,161.94,6.72,1,6402.69,15.54,0.83,5
183,168.87,107.98,5,28708.60,4.12,18356.09,3.85,0,0,748.28,14.90,502.83,2.56,159.41,3.61,149.64,3.45,1,5090.06,23.47,0.95,4
184,73.69,192.33,4,12526.81,5.17,32696.32,4.70,0,0,663.99,16.61,458.86,2.78,157.92,4.45,142.76,3.97,1,2728.46,20.14,0.92,4
185,168.53,157.24,5,28649.90,3.59,26731.54,3.80,0,0,904.10,16.27,488.23,2.85,151.92,3.03,161.60,3.29,1,5526.46,31.44,0.95,5
186,74.83,215.53,4,12721.19,6.80,36640.40,7.44,0,0,419.76,15.46,454.56,2.54,142.36,6.05,154.18,6.29,1,1939.54,16.01,0.84,4
187,169.49,62.78,5,28812.49,6.00,10673.01,5.88,0,0,484.07,14.12,464.04,2.45,156.91,5.10,154.56,5.12,1,2877.56,15.66,0.89,4
188,89.64,195.32,4,15239.42,7.43,33204.39,7.74,0,0,443.95,16.66,464.51,2.87,150.85,6.31,157.65,6.66,1,4312.81,15.87,0.83,5
189,179.66,44.96,5,30542.12,3.77,7643.78,3.70,0,0,811.51,14.21,464.71,2.60,164.86,3.25,162.61,3.25,1,5153.04,23.17,0.96,4
190,93.67,144.01,4,15923.82,3.12,24481.60,3.27,0,0,1097.40,17.02,466.95,3.00,154.00,2.67,162.18,2.87,1,7000.38,38.22,0.97,4
191,179.41,100.92,5,30499.78,5.02,17156.13,5.97,0,0,626.02,15.43,492.09,2.95,155.44,4.28,185.58,5.19,1,4233.81,16.22,0.92,4
192,99.17,94.41,4,16859.25,5.45,16049.07,5.18,0,0,582.67,15.88,453.54,2.62,153.22,4.77,143.81,4.30,1,3564.21,19.36,0.90,5
193,181.24,163.62,5,30810.77,6.70,27816.02,7.61,0,0,492.42,18.05,504.46,2.99,140.10,5.82,158.76,6.51,1,2900.27,14.78,0.84,4
194,102.45,243.69,4,17416.60,12.25,41426.88,13.27,0,0,236.03,15.19,454.70,2.55,143.68,10.11,157.26,11.41,1,1815.85,10.24,0.64,6
195,188.27,125.74,5,32005.15,4.97,21375.61,4.93,0,0,621.84,14.59,498.01,2.64,162.47,4.31,160.93,4.27,1,3817.48,18.03,0.92,4
196,189.72,92.01,5,32252.03,7.23,15641.98,9.47,0,0,373.93,14.11,485.67,2.66,146.59,6.23,192.52,8.23,1,2103.88,11.45,0.83,4
197,120.73,175.21,4,20523.93,3.10,29784.98,2.88,0,0,1143.87,17.88,486.73,2.91,151.91,2.67,141.96,2.54,1,7358.31,34.17,0.97,5
198,198.97,20.54,5,33825.15,6.67,3491.62,5.75,0,0,486.02,12.75,479.12,2.61,195.30,5.81,167.94,4.97,1,4692.10,14.88,0.90,4
199,136.61,158.98,4,23224.26,4.71,27026.28,4.27,0,0,676.61,15.29,482.29,2.60,159.83,4.03,146.54,3.86,1,4277.56,22.51,0.93,4
200,150.49,140.59,4,25582.95,10.11,23900.14,10.43,0,0,277.66,15.00,477.56,2.39,139.90,8.20,145.52,8.68,1,1280.23,10.52,0.70,4
201,206.96,29.08,5,35182.97,3.68,4944.00,3.52,0,0,742.07,12.63,467.22,2.30,166.26,3.22,159.20,3.10,1,4037.77,18.58,0.96,4
202,218.36,47.92,5,37121.18,8.51,8146.17,8.75,0,0,336.88,14.43,480.86,2.48,151.81,7.24,157.11,7.71,1,1846.60,9.97,0.79,4
203,229.34,8.19,5,38988.60,16.80,1391.58,16.46,0,0,382.42,32.25,479.45,5.42,152.24,14.33,150.02,14.44,1,2282.90,4.45,0.50,4
204,152.31,102.92,4,25893.00,9.83,17497.00,7.15,0,0,404.19,14.54,483.76,2.95,210.14,8.56,153.56,6.37,1,2028.58,5.65,0.84,4
205,229.15,77.48,5,38956.23,16.72,13172.13,14.54,0,0,196.26,11.79,475.50,2.69,213.87,14.61,186.05,12.70,1,1829.60,7.45,0.64,5
206,160.47,200.68,4,27279.62,2.89,34115.50,2.71,0,0,1417.83,19.99,515.07,3.37,156.09,2.45,146.11,2.30,1,8043.60,39.06,0.97,5
207,229.86,89.49,5,39076.27,7.50,15212.92,8.62,0,0,436.85,18.56,496.39,3.00,137.30,6.82,155.19,7.30,1,2748.33,11.36,0.80,4
208,167.86,125.23,4,28537.02,23.68,21289.60,20.35,0,0,364.28,42.77,508.25,6.81,155.32,20.79,133.33,17.79,1,4933.29,21.18,0.35,5
209,229.53,133.73,5,39020.17,9.23,22733.88,10.10,0,0,348.97,16.58,501.20,2.86,147.17,7.69,162.39,8.73,1,2302.04,12.28,0.76,5
210,168.65,157.24,4,28671.25,4.01,26730.43,4.01,0,0,914.37,19.03,497.89,3.11,146.60,3.39,147.39,3.48,1,6463.19,29.94,0.94,5
211,246.33,68.25,5,41876.76,3.50,11602.24,3.49,0,0,1024.55,17.96,505.39,3.05,152.30,2.99,152.38,3.02,1,6286.15,28.21,0.96,4
212,169.45,62.63,4,28806.24,5.82,10646.35,5.54,0,0,496.23,13.88,468.00,2.40,158.78,4.97,150.91,4.70,1,2474.10,18.67,0.90,4
213,170.26,80.86,4,28944.61,7.74,13747.01,12.64,0,0,370.41,15.08,477.24,3.19,145.88,6.72,238.44,11.01,1,2039.46,13.84,0.80,4
214,171.96,122.60,4,29233.92,9.32,20841.93,8.94,0,0,589.01,28.17,502.61,4.56,150.23,8.33,141.37,7.38,1,4140.92,12.93,0.75,5
215,179.62,45.03,4,30536.14,3.24,7655.84,3.17,0,0,834.95,12.93,472.20,2.29,160.12,2.78,157.83,2.80,1,5493.35,25.99,0.97,4
216,179.73,102.21,4,30554.90,6.73,17375.54,8.59,0,0,532.26,15.09,486.94,3.58,182.66,5.89,232.98,7.52,1,5245.19,16.00,0.88,4
217,181.47,163.56,4,30850.28,7.69,27805.52,7.25,0,0,398.51,14.23,509.19,2.54,164.56,6.60,154.71,6.15,1,4073.81,13.17,0.84,4
218,188.30,125.60,4,32011.26,6.13,21352.73,6.33,0,0,539.18,15.45,497.30,2.89,163.95,5.31,169.19,5.47,1,3531.21,16.55,0.89,4
219,190.51,92.50,4,32387.38,15.34,15725.83,10.14,0,0,320.20,15.11,490.84,3.52,249.98,13.42,164.90,8.78,1,3258.38,13.37,0.74,4
220,7.41,57.94,6,1260.49,5.88,9850.65,6.36,0,0,510.62,14.04,437.99,2.69,163.78,5.06,177.44,5.54,1,4709.94,18.21,0.90,4
221,193.67,50.77,4,32923.66,7.33,8630.24,7.89,0,0,361.61,11.72,482.73,2.39,173.65,6.37,186.80,6.86,1,4034.96,13.25,0.86,4
222,9.58,125.83,6,1628.41,17.11,21391.51,25.68,0,0,190.88,8.19,415.14,3.78,315.69,15.77,448.46,26.13,1,4565.67,7.98,0.64,4
223,200.65,25.98,4,34110.68,6.88,4415.80,8.02,0,0,501.08,17.23,475.66,3.19,152.73,5.88,178.72,6.98,1,1584.71,6.00,0.85,4
224,201.06,176.81,4,34180.19,4.94,30058.38,5.08,0,0,655.73,16.61,504.10,2.81,150.92,4.41,154.33,4.44,1,3999.15,17.00,0.92,4
225,206.62,29.09,4,35124.97,6.14,4945.20,6.44,0,0,484.43,15.04,478.23,2.60,150.69,5.20,159.25,5.66,1,868.98,6.04,0.88,4
226,229.43,8.38,4,39002.67,14.92,1424.05,14.65,0,0,410.62,31.75,484.23,5.11,145.73,12.41,142.99,12.20,1,784.38,2.87,0.54,4
227,9.47,219.29,6,1610.60,7.62,37279.36,8.10,0,0,379.67,13.58,440.95,2.57,162.93,6.54,173.64,7.03,1,1089.54,5.05,0.84,4
228,229.89,89.45,4,39082.12,8.21,15207.26,6.87,0,0,429.98,17.28,492.32,2.66,155.39,7.21,121.11,5.04,1,2404.46,14.97,0.81,5
229,13.49,102.79,6,2293.11,3.34,17475.13,3.12,0,0,971.27,14.60,440.28,2.70,170.45,2.88,159.44,2.72,1,7127.75,34.62,0.97,4
230,229.58,133.60,4,39029.31,9.54,22712.05,9.63,0,0,356.34,17.06,500.77,2.90,151.41,8.05,152.98,8.16,1,1847.50,11.80,0.75,4
231,14.56,224.79,6,2475.09,8.29,38214.56,8.74,0,0,398.40,16.80,456.28,2.89,149.25,6.95,158.73,7.61,1,1007.98,4.81,0.79,4
232,239.96,9.70,4,40792.63,4.37,1649.44,5.27,0,0,553.74,14.19,475.20,2.28,134.82,4.14,158.60,4.54,1,3719.85,13.26,0.92,4
233,21.47,62.77,6,3649.53,17.39,10671.48,16.24,0,0,182.58,12.82,436.29,2.67,190.20,15.14,177.64,14.15,1,1644.29,7.93,0.57,4
234,246.62,68.34,4,41924.79,4.10,11618.40,4.05,0,0,743.31,14.52,491.27,2.59,160.48,3.52,158.48,3.48,1,5145.62,23.83,0.95,4
235,21.57,146.23,6,3666.48,2.91,24858.88,2.95,0,0,1070.18,15.32,446.29,2.68,155.07,2.47,158.10,2.57,1,6695.15,35.14,0.97,4
236,50.41,138.76,6,8569.80,8.56,23588.63,9.57,0,0,368.75,15.53,442.31,2.86,154.99,7.28,174.03,8.31,1,2172.38,7.72,0.79,4
237,52.56,75.13,6,8934.49,4.97,12771.86,5.07,0,0,635.25,14.68,431.02,2.74,164.57,4.27,168.26,4.42,1,4439.92,18.90,0.93,4
238,57.41,217.24,6,9760.12,11.34,36931.50,9.98,0,0,282.96,15.16,455.33,2.57,161.84,9.72,142.70,8.66,1,2580.67,8.60,0.71,5
239,58.54,58.31,6,9951.22,14.43,9912.56,15.08,0,0,290.07,20.17,451.43,3.66,158.43,12.31,165.93,13.03,1,3185.77,7.74,0.58,5
240,73.67,192.35,6,12523.13,4.26,32698.82,4.62,0,0,639.20,14.06,448.94,2.41,147.57,3.62,160.33,3.97,1,2884.06,20.63,0.93,4
241,74.84,215.60,6,12722.46,6.77,36651.78,7.03,0,0,398.03,12.79,460.02,2.36,161.79,5.92,167.57,6.06,1,3412.44,12.89,0.87,4
242,79.04,75.67,6,13437.26,12.01,12864.73,9.33,0,0,344.62,14.15,460.19,3.20,224.68,10.49,174.54,8.14,1,2910.58,7.15,0.79,3
243,89.68,195.29,6,15246.23,6.40,33199.77,6.09,0,0,492.44,16.21,468.39,2.60,148.15,5.45,140.74,5.18,1,3771.75,18.10,0.87,5
244,93.61,143.90,6,15913.07,3.39,24463.61,3.20,0,0,997.51,16.36,472.77,2.81,158.30,2.90,150.40,2.84,1,4993.62,25.80,0.96,4
245,99.20,94.37,6,16863.78,4.79,16042.38,4.86,0,0,654.60,15.68,457.80,2.70,153.50,4.18,155.06,4.15,1,4089.46,20.09,0.92,4
246,109.67,81.78,6,18643.23,6.94,13901.97,8.27,0,0,416.01,11.93,469.44,2.78,186.03,6.06,221.69,7.23,1,5072.90,9.27,0.88,4
247,115.62,79.34,6,19655.51,13.27,13487.74,13.56,0,0,284.16,19.29,463.09,3.23,148.47,11.19,152.16,11.57,1,-998.98,3.95,0.60,4
248,120.77,175.21,6,20531.06,4.27,29785.90,4.71,0,0,708.17,15.26,481.71,2.72,152.12,3.72,167.63,4.09,1,4962.19,23.52,0.94,5
249,126.66,116.80,6,21531.72,4.17,19855.57,4.64,0,0,699.96,15.70,470.75,2.61,140.89,3.49,158.28,4.03,1,4690.04,21.11,0.93,4
250,136.56,158.90,6,23214.64,5.13,27012.99,5.23,0,0,633.36,16.44,481.44,2.79,150.33,4.31,154.81,4.61,1,4315.71,22.20,0.91,4
251,154.36,221.52,6,26241.63,11.28,37659.12,8.94,0,0,313.13,15.82,468.42,2.63,169.55,9.71,129.55,6.91,1,988.33,13.30,0.74,5
252,160.41,200.64,6,27269.75,2.59,34109.51,2.66,0,0,1313.62,17.14,512.25,2.93,150.96,2.19,155.23,2.27,1,8378.10,43.72,0.98,5
253,168.69,157.23,6,28677.82,3.52,26728.92,3.62,0,0,900.14,15.48,488.85,2.75,156.64,3.03,161.25,3.14,1,5473.77,35.42,0.96,4
254,169.48,62.80,6,28812.22,5.59,10676.12,5.11,0,0,545.35,15.49,470.17,2.47,149.69,4.68,138.37,4.52,1,2617.04,13.72,0.90,4
255,170.24,80.86,6,28940.89,9.38,13746.37,15.40,0,0,295.19,13.50,486.88,3.12,157.77,8.21,258.96,13.47,1,3848.40,9.73,0.75,4
256,171.92,122.50,6,29225.89,7.69,20824.55,7.76,0,0,708.09,30.52,505.57,4.60,138.63,7.08,133.99,6.13,1,3659.98,19.89,0.79,5
257,173.39,139.50,6,29476.53,5.70,23714.41,5.60,0,0,616.28,16.33,487.33,2.98,164.56,4.91,161.56,4.80,1,4330.88,16.26,0.91,4
258,179.59,45.05,6,30529.73,4.21,7657.79,4.58,0,0,841.29,18.59,469.49,3.14,144.17,3.49,159.18,4.03,1,4314.02,26.09,0.93,4
259,180.43,101.49,6,30673.74,4.87,17253.88,4.22,0,0,774.87,15.15,496.46,3.04,191.07,4.23,165.30,3.64,1,6330.56,22.54,0.94,4
260,181.35,163.56,6,30829.70,7.17,27804.90,7.45,0,0,412.24,13.49,500.44,2.60,167.98,6.21,174.50,6.45,1,4410.33,14.78,0.86,4
261,188.26,125.64,6,32004.50,5.58,21359.30,4.95,0,0,542.37,12.92,488.72,2.45,179.49,4.84,159.11,4.26,1,2943.21,19.25,0.92,4
262,189.61,92.25,6,32233.75,8.26,15682.57,8.87,0,0,354.27,14.46,485.18,2.59,154.40,7.03,166.43,7.69,1,2473.38,12.01,0.80,4
263,201.76,21.79,6,34300.04,7.00,3703.63,7.31,0,0,365.73,11.83,464.54,2.25,166.17,6.09,173.37,6.35,1,-400.67,4.84,0.86,4
264,202.94,29.58,6,34500.63,11.32,5028.60,10.55,0,0,373.01,14.50,476.38,3.63,224.21,9.93,208.99,9.26,0,4546.69,12.56,0.80,5
265,229.56,8.22,6,39025.16,8.27,1397.20,7.22,0,0,395.03,14.94,471.45,2.61,167.39,7.11,146.70,6.31,1,105.79,3.87,0.83,4
266,229.95,89.51,6,39091.66,7.17,15215.96,6.70,0,0,415.86,13.95,490.87,2.46,163.97,6.28,152.18,5.65,1,2790.21,11.55,0.86,4
267,229.66,133.74,6,39041.38,5.84,22735.45,6.20,0,0,553.41,17.90,504.03,2.80,136.04,4.82,146.15,5.34,1,2543.02,18.74,0.87,4
268,230.52,66.35,6,39188.48,7.22,11279.18,8.61,0,0,516.53,18.15,506.18,3.51,156.94,6.16,187.72,7.48,1,4900.23,17.95,0.84,4
269,8.21,57.37,7,1395.74,9.60,9752.98,7.59,0,0,352.50,13.02,423.03,2.60,199.45,8.35,157.22,6.52,1,2975.10,12.62,0.83,4
270,6.25,55.10,9,1063.09,17.88,9366.66,20.27,0,0,171.38,10.83,421.58,2.94,218.33,15.76,247.36,17.86,0,0.00,0.00,0.59,4
271,11.11,129.10,7,1889.12,6.54,21947.52,6.25,0,0,545.27,16.43,447.30,3.00,166.80,5.71,159.60,5.49,1,6146.56,20.31,0.88,4
272,7.67,56.93,10,1304.18,12.02,9678.36,9.54,0,0,289.96,11.87,425.23,2.73,225.84,10.51,179.18,8.36,1,1875.15,9.54,0.79,4
273,7.88,218.53,9,1339.93,11.18,37150.35,9.12,0,0,338.44,13.00,449.53,3.01,223.65,9.77,182.56,7.97,1,2919.73,9.41,0.81,4
274,7.88,219.38,10,1340.03,11.11,37293.96,16.86,0,0,267.08,10.06,426.48,3.39,229.27,9.93,345.17,15.34,0,3398.52,9.67,0.77,4
275,13.52,102.82,9,2299.13,2.75,17479.60,2.82,0,0,1143.78,15.35,436.39,2.72,156.27,2.34,160.87,2.46,1,7160.58,38.21,0.97,4
276,13.54,102.74,7,2301.87,3.45,17465.58,3.31,0,0,1027.31,16.51,439.46,2.97,164.18,2.96,157.91,2.87,1,7246.96,34.21,0.96,4
277,11.34,169.08,10,1927.35,10.84,28743.00,12.40,0,0,281.28,16.02,426.74,2.78,144.97,9.17,167.00,10.83,1,2160.54,13.28,0.69,5
278,13.44,133.78,9,2284.10,3.98,22742.68,3.89,0,0,709.25,12.70,442.15,2.40,170.49,3.44,166.59,3.38,1,4597.44,21.97,0.95,4
279,13.59,102.77,10,2310.72,3.31,17471.45,3.31,0,0,1049.91,16.65,438.14,2.98,159.77,2.84,160.05,2.88,1,7508.58,40.71,0.96,4
280,14.86,225.28,7,2525.47,10.57,38297.72,10.06,0,0,280.39,11.62,436.98,2.53,196.00,9.23,186.55,8.78,1,2372.52,6.82,0.79,4
281,41.70,238.38,9,7089.66,19.10,40524.68,16.73,0,0,164.69,10.18,436.83,2.64,238.09,16.78,208.60,14.71,0,2469.25,5.15,0.60,4
282,14.18,126.84,10,2409.91,19.17,21563.56,24.81,0,0,153.71,7.38,415.94,3.20,313.94,17.60,396.50,23.90,1,3220.23,6.50,0.60,4
283,19.18,13.65,7,3260.61,9.13,2321.30,10.37,0,0,295.47,11.95,412.41,2.50,173.34,7.97,197.00,9.04,1,2119.10,10.87,0.80,4
284,45.58,202.60,9,7748.80,17.44,34442.53,10.05,0,0,251.54,10.40,442.84,3.01,324.77,15.59,187.84,8.88,1,3643.67,8.24,0.76,4
285,14.66,203.25,10,2491.93,17.24,34552.73,12.61,0,0,236.24,17.00,432.01,2.98,183.70,14.93,134.22,10.92,1,1447.94,10.62,0.58,5
286,58.10,74.68,9,9876.31,7.00,12695.05,7.20,0,0,395.14,12.75,438.35,2.42,166.83,6.13,171.19,6.24,1,1334.25,7.26,0.87,4
287,21.58,146.21,7,3668.60,3.18,24855.30,3.39,0,0,1166.32,19.20,453.74,3.25,146.41,2.65,157.77,2.95,1,7551.92,42.25,0.96,5
288,17.56,225.93,10,2984.81,7.80,38408.42,8.33,0,0,393.85,13.58,436.12,2.75,173.50,6.76,185.41,7.26,1,3612.00,14.02,0.85,4
289,70.63,103.20,9,12007.25,10.24,17543.33,9.26,0,0,276.71,11.46,441.84,2.34,189.81,8.91,171.74,8.08,1,865.06,9.33,0.79,4
290,26.47,200.97,10,4500.35,8.20,34164.57,6.49,0,0,519.46,14.61,445.52,3.33,224.20,7.16,177.63,5.69,1,4603.85,15.91,0.89,3
291,46.08,136.24,7,7833.22,12.97,23160.14,10.61,0,0,241.99,11.84,437.51,2.47,203.66,11.30,166.64,9.25,1,2094.08,7.55,0.73,4
292,73.65,192.31,9,12521.11,5.49,32692.19,5.46,0,0,574.30,15.94,458.99,2.67,150.64,4.67,150.13,4.67,1,3675.27,17.52,0.90,5
293,36.89,168.78,10,6271.14,4.89,28692.34,5.80,0,0,548.31,13.99,442.64,2.51,148.28,4.37,174.84,5.04,1,4389.15,15.71,0.91,4
294,45.37,161.08,7,7712.79,9.64,27383.47,9.13,0,0,312.59,14.16,437.15,2.51,163.09,8.29,155.34,8.08,1,2028.60,11.00,0.77,4
295,44.86,135.40,10,7626.03,6.32,23017.74,5.73,0,0,562.79,12.21,432.82,3.01,224.33,5.54,203.25,5.02,0,5212.81,19.10,0.93,3
296,74.92,215.64,9,12737.11,6.11,36659.61,7.35,0,0,475.07,16.12,456.44,2.73,140.62,5.61,166.51,6.33,1,1452.06,13.29,0.86,4
297,57.66,74.91,10,9801.55,6.60,12735.53,6.77,0,0,527.88,17.43,449.92,3.01,152.74,5.63,157.64,5.96,1,2416.46,9.55,0.86,4
298,78.77,62.31,9,13390.20,6.28,10593.03,8.14,0,0,527.76,14.77,440.94,3.31,172.57,5.49,223.62,7.11,1,4860.38,18.85,0.89,4
299,57.43,217.46,10,9762.41,14.30,36968.72,13.79,0,0,240.72,15.48,451.57,2.90,170.25,12.35,164.01,11.85,1,2092.06,8.94,0.62,5
300,89.74,195.27,9,15255.70,8.12,33196.68,7.55,0,0,340.41,11.45,455.90,2.31,185.34,7.07,172.27,6.56,1,3052.46,12.13,0.85,4
301,68.26,174.23,10,11604.47,8.08,29619.15,8.58,0,0,356.67,15.20,453.82,2.53,145.18,6.97,154.37,7.45,1,2803.23,11.40,0.79,4
302,94.41,142.49,9,16050.03,5.10,24223.26,5.45,0,0,556.94,13.51,463.19,2.52,160.84,4.38,171.89,4.70,1,3627.71,12.31,0.92,4
303,69.57,104.29,10,11827.31,8.48,17729.06,9.48,0,0,322.73,12.46,445.09,2.51,168.32,7.33,188.42,8.25,1,2078.35,12.17,0.81,4
304,99.28,94.38,9,16876.97,4.98,16044.81,5.70,0,0,610.58,16.71,458.29,2.76,138.79,4.26,158.89,4.87,1,2708.83,18.44,0.90,5
305,73.59,192.37,10,12510.88,5.03,32702.85,5.48,0,0,543.26,13.64,449.79,2.44,152.45,4.26,166.94,4.73,1,2553.67,13.86,0.92,4
306,102.18,4.60,9,17370.72,3.13,781.21,3.16,0,0,971.75,13.37,440.56,2.65,174.92,2.73,176.29,2.74,1,0.00,0.00,0.97,4
307,74.86,215.67,10,12725.89,4.27,36663.93,4.44,0,0,621.86,13.97,468.73,2.31,146.70,3.80,151.32,3.79,1,4426.19,18.46,0.93,4
308,89.70,195.34,10,15248.96,8.53,33206.98,8.71,0,0,376.45,16.55,455.96,2.76,148.10,7.30,151.12,7.43,1,2041.12,12.81,0.78,4
309,91.43,74.63,10,15543.50,10.82,12686.89,15.45,0,0,212.19,12.63,447.60,2.33,135.64,8.71,197.97,13.40,1,1411.88,6.64,0.66,4
310,102.36,243.46,9,17401.17,14.57,41388.06,14.11,0,0,199.09,12.54,454.61,2.47,177.50,12.65,171.74,12.20,1,1581.02,9.06,0.63,5
311,94.30,142.30,10,16030.15,10.35,24190.60,9.45,0,0,286.56,10.88,449.28,2.49,209.60,9.05,191.20,8.26,0,2223.54,9.19,0.81,4
312,108.57,85.40,9,18457.69,3.53,14518.33,3.83,0,0,833.18,14.75,469.35,2.61,151.72,2.98,165.09,3.29,1,4500.31,15.90,0.96,4
313,115.73,79.34,9,19673.97,10.99,13488.59,8.92,0,0,263.04,11.35,450.51,2.25,195.48,9.56,158.37,7.69,1,196.85,6.18,0.78,4
314,99.21,94.44,10,16865.88,7.72,16055.42,6.02,0,0,494.12,15.20,457.15,2.89,192.19,6.71,148.79,5.06,1,3498.21,19.26,0.88,4
315,103.43,114.15,10,17583.66,11.21,19406.08,9.89,0,0,293.14,17.15,458.37,2.62,145.73,9.31,131.92,9.09,1,2369.62,9.17,0.69,5
316,120.76,175.16,9,20528.80,3.21,29777.80,3.15,0,0,1112.81,18.30,483.01,3.02,150.03,2.79,147.63,2.78,1,6801.58,32.52,0.96,5
317,109.07,86.24,10,18541.19,4.19,14660.50,4.15,0,0,747.84,13.51,469.52,2.70,177.94,3.65,176.32,3.61,1,4448.77,14.69,0.95,4
318,121.44,145.38,9,20644.37,14.82,24714.82,20.57,0,0,236.86,16.97,472.47,3.60,158.20,12.70,220.34,17.93,1,2260.83,10.94,0.56,5
319,120.77,175.17,10,20530.08,3.10,29779.33,3.11,0,0,1109.49,17.80,483.71,2.94,148.58,2.70,149.21,2.74,1,6759.94,32.29,0.96,5
320,136.55,158.89,9,23213.55,5.66,27011.71,5.86,0,0,559.81,16.15,483.11,2.75,149.19,4.75,155.93,5.16,1,3921.29,17.96,0.89,5
321,136.65,158.85,10,23230.60,5.26,27003.93,4.74,0,0,699.15,18.72,484.72,2.97,150.13,4.46,137.43,4.29,1,4640.48,19.95,0.91,4
322,160.39,200.66,9,27266.25,2.46,34113.03,2.56,0,0,1340.43,16.62,517.48,2.86,150.72,2.08,157.87,2.20,1,9947.44,46.33,0.98,5
323,150.53,140.45,10,25589.48,13.48,23876.21,13.47,0,0,222.08,14.08,468.23,2.56,162.40,11.55,162.28,11.55,1,721.31,7.18,0.63,4
324,168.61,157.21,9,28663.58,3.59,26725.72,3.42,0,0,1014.72,18.44,501.24,3.02,150.27,3.03,144.31,2.99,1,5059.71,28.87,0.95,5
325,169.49,62.71,9,28814.11,6.65,10660.77,6.64,0,0,466.90,14.53,469.41,2.66,163.43,5.71,163.32,5.74,1,3499.75,14.83,0.87,4
326,160.48,200.67,10,27282.22,3.00,34114.61,3.16,0,0,1320.11,19.15,508.41,3.48,157.70,2.55,166.69,2.73,1,9308.65,36.22,0.97,4
327,170.29,80.95,9,28948.49,8.16,13761.58,11.41,0,0,350.05,13.58,470.48,2.95,161.47,7.10,225.93,9.95,1,3771.00,15.27,0.81,4
328,168.60,157.26,10,28661.59,3.53,26733.74,3.44,0,0,955.08,17.17,496.75,2.82,149.30,2.97,146.41,2.97,1,6144.42,31.27,0.96,5
329,171.88,122.52,9,29219.00,9.49,20828.63,8.76,0,0,518.00,25.82,507.36,3.94,146.04,8.46,128.32,6.71,1,2511.75,8.04,0.74,4
330,169.47,62.76,10,28810.42,6.30,10668.70,7.13,0,0,469.35,14.20,460.99,2.71,159.18,5.39,180.60,6.19,1,1834.21,16.24,0.88,4
331,178.45,100.09,9,30336.42,7.97,17015.89,9.34,0,0,403.05,16.50,493.58,2.97,147.83,6.67,174.74,8.13,1,2520.35,11.94,0.80,5
332,169.98,102.14,10,28897.21,3.18,17364.37,3.17,0,0,921.90,14.03,483.98,2.51,160.86,2.80,160.30,2.78,1,5551.73,26.32,0.97,4
